a29769,"aPeterWegner",Author
a29768,"aDanE.Willard",Author
a44420,"aJirkaKosek",Author
a129181,"aIngridKirschning",Author
a422540,"aMurtyValiveti",Author
a29761,"aCarolynR.Watters",Author
a29763,"aW.Robertson",Author
a29762,"aMichaelA.Shepherd",Author
a1177,"aYiannisAloimonos",Author
a1173,"aJamesJ.Little",Author
a262054,"aKostV.Elisevich",Author
a23505,"aManiThomas",Author
a242143,"aRosariaSilipo",Author
a453551,"aHitoshiKuwata",Author
a179872,"aHiroyoshiOhara",Author
a303237,"aPrasannaKumarDesikan",Author
a27616,"aGillesS�rasset",Author
a27614,"aLuciaSpecia",Author
a27612,"aJohnF.Sowa",Author
a27610,"aChristianBoitet",Author
a436248,"aChikashiYajima",Author
a290738,"aChenLihui",Author
a97931,"aPeterH.Millard",Author
a193170,"aOumarSy",Author
a97933,"aJohnKelly",Author
a59036,"aBerndSch�rmann",Author
a97934,"aVadimAstakhov",Author
a97936,"aDavidLittle",Author
a174680,"aSandraSandri",Author
a174681,"aJuanC.Cubero",Author
a262036,"aMosabHassaan",Author
a174686,"aDavidE.Patterson",Author
a357990,"aJohnS.Davis",Author
a208520,"aThomasBr�ckner",Author
a228162,"aSaraCasolari",Author
a12833,"aJeffBarr",Author
a12832,"aMassimoMecella",Author
a12831,"aGiuseppeDeGiacomo",Author
a430280,"aL.Sitzmann",Author
a12837,"aOpherEtzion",Author
a430286,"aJosephS.Wood",Author
a430285,"aG.JasonMathews",Author
a12834,"aAnilNigam",Author
a12839,"aRainervonAmmon",Author
a12838,"aK.ManiChandy",Author
a65885,"aCharlesWallace",Author
a65887,"aGabrieleKern-Isberner",Author
a453554,"aHusseinA.Alzoubi",Author
a92268,"aHilaryJ.Holz",Author
a257658,"aXuhongLi",Author
a262038,"aAndr�Gohr",Author
a446859,"aHarukoIshikawa",Author
a399003,"aIgorSerikov",Author
a562830,"aWilliamW.Hood",Author
a457527,"aMasahiroKishida",Author
a288681,"aDavidB.Loveman",Author
a259722,"aDanieleRiboni",Author
a223204,"aAlistairKennedy",Author
a55627,"aYongSun",Author
a52812,"aToreAmble",Author
a52819,"aRieKubotaAndo",Author
a52818,"aDavidElworthy",Author
a22674,"aClarenceA.Ellis",Author
a22671,"aLazarosF.Merakos",Author
a110495,"aGeorgeRoussos",Author
a453362,"aJunshengCheng",Author
a107893,"aShariL.Jackson",Author
a26567,"aGregorErbach",Author
a26564,"aSenizDemir",Author
a26562,"aStephanieElzer",Author
a453361,"aCheeWeeChin",Author
a562546,"aMichelCanillac",Author
a217047,"aMattiAaltonen",Author
a8297,"aUweR�hm",Author
a348292,"aAmirZilberstein",Author
a277902,"aR.M.Lee",Author
a8296,"aSeok-HeeHong",Author
a554178,"aK.Iino",Author
a48917,"aHarksooKim",Author
a228047,"aJesseSteinberg",Author
a250567,"aAstridL�greid",Author
a267500,"aPaulC.Smits",Author
a453369,"aSuchitaVarshneya",Author
a114440,"aV�niaMariaPonteVidal",Author
a114441,"aCharlesL.Viles",Author
a114442,"aMichailVlachos",Author
a114443,"aZografoulaVagena",Author
a114444,"aVassilisAthitsos",Author
a114445,"aLeonievanderVoort",Author
a114446,"aEllenM.Voorhees",Author
a114447,"aBinggongDing",Author
a114448,"aAntonSchwaighofer",Author
a114449,"aWeigangWang",Author
a554179,"aA.Weston",Author
a289791,"aSankarK.Pal",Author
a15558,"aDanaH.Ballard",Author
a32226,"aBahadorrezaOfoghi",Author
a32220,"aDavidLorgeParnas",Author
a316121,"aRajivChopra",Author
a32223,"aMoeThandarWynn",Author
a32229,"aMingfangWu",Author
a156763,"aIliasNitsos",Author
a3746,"aAbeCrystal",Author
a75286,"aMichiakiIwazume",Author
a75285,"aKenKaneiwa",Author
a75284,"aXianchaoZhang",Author
a75283,"aHeJiang",Author
a98103,"aTamaraG.Kolda",Author
a3741,"aDavidG.Hendry",Author
a167617,"aMilenaGatevaKoparanova",Author
a160116,"aDiaaEldinM.Nassar",Author
a279409,"aJiang-ChunChen",Author
a562878,"aJir�Janos",Author
a562879,"aJanHelbich",Author
a99850,"aK.HalPurdy",Author
a562875,"aR.G.Ridley",Author
a562876,"aJosephW.Janes",Author
a99853,"aCarlosMontesdeOca",Author
a374593,"aYutakaAshikari",Author
a562871,"aYozoMarukawa",Author
a562872,"aWilliamD.Schieber",Author
a99857,"aVivienQu�ma",Author
a52102,"aKit-yingHui",Author
a52101,"aMdMarufHasan",Author
a446861,"aYeojinSeo",Author
a141848,"aH.C.Du",Author
a453454,"aLucaPrevitali",Author
a227001,"aAndreaBrega",Author
a102942,"aDanielZinn",Author
a260887,"aWataruNakano",Author
a260884,"aHiroomiImai",Author
a260885,"aManaNakano",Author
a60018,"aCharlesL.A.Clarke",Author
a260883,"aTobiasKiesling",Author
a260880,"aToshinariIida",Author
a143999,"aLianDuan",Author
a60017,"aAnthonyCox",Author
a143990,"aJ�rgA.Walter",Author
a260889,"aHiroshiOno",Author
a345527,"aJasonBengel",Author
a181882,"aGeoffreyBrown",Author
a113148,"aIchikoSata",Author
a113149,"aAnnaKupsc",Author
a420819,"aGeorgesWinkenbach",Author
a113144,"aDiegoIngaramo",Author
a113146,"aKatsunoriKotani",Author
a113147,"aTakeshiKutsumi",Author
a233224,"aManuelVelasco",Author
a113142,"aPiekVossen",Author
a345528,"aEeraMittur",Author
a413486,"aNiklasLind�n",Author
a413487,"aHamidR.Chinaei",Author
a413484,"aAnnamariaChiasera",Author
a413485,"aTobiasLarsson",Author
a413482,"aYuminYuan",Author
a21935,"aTakWahLam",Author
a413480,"aYunyuSong",Author
a348123,"aRyanScherle",Author
a413376,"aChang-tienLu",Author
a413488,"aHasikaPamunuwa",Author
a413489,"aLuanIbraimi",Author
a347961,"aMarkA.Bartsch",Author
a422418,"aRobGolding",Author
a347963,"aGregoryH.Wakefield",Author
a347962,"aJonahShifrin",Author
a347965,"aPhilippeAigrain",Author
a347967,"aJinHaLee",Author
a402840,"aAnnaOganian",Author
a422410,"aLinqiLiu",Author
a422413,"aFr�d�ricGingras",Author
a422412,"aMarkL.Gillenson",Author
a422415,"aMarvinS.Schwarz",Author
a422414,"aNicholasJ.Giordano",Author
a422417,"aCarolWilliams",Author
a422416,"aAngelaGo",Author
a210325,"aDavidShrimpton",Author
a29652,"aMadhukarN.Thakur",Author
a374597,"aJ.SchwarzdaSilva",Author
a117527,"aIstv�nB�r�",Author
a278901,"aAggelosPikrakis",Author
a117525,"aDjamelMostefa",Author
a408293,"aJeffersonR.O.Silva",Author
a408291,"aVishalChitkara",Author
a117522,"aMattiVarjokallio",Author
a554170,"aV�roniqueLatt�s",Author
a16708,"aRobertG.Farrell",Author
a237733,"aAmruYusrinAmruddin",Author
a116718,"aMaryA.Burke",Author
a117520,"aJayashreeKalpathy-Cramer",Author
a102361,"aFabr�cioNogueiradaSilva",Author
a15701,"aMarie-OdileCordier",Author
a15703,"aFr�d�ricKoriche",Author
a15705,"aLucasBordeaux",Author
a6817,"aJosephE.Urban",Author
a6816,"aDanA.Simovici",Author
a9756,"aTongjunHuang",Author
a9755,"aLeiJing",Author
a9754,"aZixueCheng",Author
a107707,"aTimMcCandless",Author
a554169,"aB.L�asri",Author
a398082,"aTerjeL�ken",Author
a554171,"aL.A.Lau",Author
a398083,"aAlastairBorrowman",Author
a116719,"aVictoriaJ.Hodge",Author
a24147,"aVladimirEstivill-Castro",Author
a37301,"aAlanSchmitt",Author
a302740,"aRaimundoF.DosSantos",Author
a269739,"aHuanqingFeng",Author
a207918,"aPabloSouzaGrigoletti",Author
a37308,"aRichardB.Kieburtz",Author
a157711,"aThomasGaugler",Author
a433604,"aJir�Zahradil",Author
a207917,"aAryTeixeiradeOliveiraFilho",Author
a207916,"aLuisMarceloTavaresdeCarvalho",Author
a117529,"aK�rolyCsalog�ny",Author
a59959,"aDavidBudgen",Author
a562940,"aK.C.Garg",Author
a360469,"aTiagoSimas",Author
a59951,"aPablodelaFuente",Author
a568578,"aMathewB.Koll",Author
a59957,"aKeithH.Bennett",Author
a181193,"aAbdelazizMahoui",Author
a398088,"aCristianMesiano",Author
a18531,"aLisaF.Rau",Author
a398089,"aIngridAgartz",Author
a37074,"aMich�leSebag",Author
a147191,"aHannaK�pcke",Author
a147197,"aPinarSenkul",Author
a136851,"aAlexanderRybalov",Author
a147198,"aSapeJ.Mullender",Author
a554174,"aM.Silliman",Author
a157249,"aS.Bruzzo",Author
a157248,"aL.Boato",Author
a157247,"aE.Appiani",Author
a157246,"aLadjaneS.Arruda",Author
a157245,"aKarineF.Vasconcelos",Author
a157244,"aF�bioLuizLeiteJr.",Author
a157243,"aAndreGomesdeSousa",Author
a157242,"aCamiloPortoNunes",Author
a157241,"aThomasButter",Author
a157240,"aWolfgangSporer",Author
a347036,"aRuthV.Spriggs",Author
a563245,"aHenryN.Camp",Author
a447380,"aAhmedAtaullah",Author
a447381,"aRam�nBilbao",Author
a447382,"aSandyP�rez",Author
a275249,"aZhiqiangBi",Author
a447384,"aVincentLeGloahec",Author
a158614,"aOlivierBedel",Author
a442158,"aA.Scicchitano",Author
a442159,"aDonghongHan",Author
a442156,"aFurongChen",Author
a442157,"aEleniKonidari",Author
a442154,"aHongweiXu",Author
a442155,"aMinLong",Author
a442152,"aChenyangLi",Author
a442153,"aJiehuaYu",Author
a442150,"aChung-YiChang",Author
a442151,"aLiChao",Author
a136584,"aRainerGimnich",Author
a170139,"aMyungeunLim",Author
a445720,"aAshisK.Pujari",Author
a445721,"aVisweswarK.Bulusu",Author
a445722,"aMasakatsuMori",Author
a422717,"aSimonSou",Author
a268464,"aHuanLi",Author
a445725,"aLeoY.Liu",Author
a264765,"aBabakShirazi",Author
a264764,"aIrajMahdavi",Author
a76167,"aPaoloBuono",Author
a445729,"aQuoc-BaoNguyen",Author
a76164,"aStefanoBurigat",Author
a76163,"aKirstenThomson",Author
a76161,"aPedroAntunes",Author
a453317,"aNeenaAlbi",Author
a263234,"aReinhardKlemm",Author
a263238,"aHaiH.Wang",Author
a554177,"aM.Lawley",Author
a438356,"aJungchulWoo",Author
a438351,"aJaimeCastillo",Author
a15167,"aJohnR.Kender",Author
a453314,"aYvesL�aut�",Author
a438350,"aThomasJ.Gambino",Author
a103704,"aJoshuaAlspector",Author
a103703,"aAleksanderKolcz",Author
a438353,"aChiuTsang",Author
a113901,"aMichelleFisher",Author
a438352,"aShih-HuiLu",Author
a111956,"aJ�r�myClech",Author
a225319,"aWan-ShiouYang",Author
a374558,"aJiangmeiMei",Author
a374559,"aMariusMikalsen",Author
a91212,"aNikolaosVlachantonis",Author
a91213,"aThanasisHadzilacos",Author
a91210,"aFranckyTrichet",Author
a91211,"aFr�d�ricF�rst",Author
a91216,"aKlausIrmscher",Author
a374553,"aHolgerVelke",Author
a91214,"aHoLamLau",Author
a91215,"aJamesCheng",Author
a35214,"aUlrichR�ckert",Author
a446855,"aZhangQian",Author
a136325,"aMichaelA.Taitslin",Author
a113908,"aJohnK.Lee",Author
a136327,"aPeterKandzia",Author
a136321,"aAndreasNeumann",Author
a136323,"aAlanSkelley",Author
a113909,"aStephenCronen-Townsend",Author
a109275,"aPalakornAchananuparp",Author
a109274,"aScottP.Robertson",Author
a181819,"aJavierD.Fern�ndez",Author
a181818,"aKevinStadler",Author
a87907,"aShaunCooper",Author
a181815,"aAbdulRoudsari",Author
a181814,"aAlfredScharsky",Author
a181817,"aFlorianMotlik",Author
a158613,"aVincenzoD'Elia",Author
a181811,"aJamesKalbach",Author
a109278,"aNanZhou",Author
a181813,"aZekiMustafaDogan",Author
a181812,"aStephenDeGabrielle",Author
a237501,"aInsupUm",Author
a177487,"aT.D.Han",Author
a453313,"aSubuVdaygiri",Author
a10701,"aJianzhongChen",Author
a43858,"aMarcoMontali",Author
a43850,"aYangChen",Author
a43856,"aZhiyongHuang",Author
a237500,"aHongchulLee",Author
a128859,"aMikolajBojanczyk",Author
a128854,"aKathleenFisher",Author
a128855,"aJoostN.Kok",Author
a10704,"aSuWang",Author
a449127,"aRohytV.Belani",Author
a314287,"aGoutamKumarSaha",Author
a277248,"aSaeHwang",Author
a563329,"aA.S.Wang",Author
a563328,"aCunWang",Author
a563327,"aJ.MichaelFlanery",Author
a563326,"aR.A.Wall",Author
a563325,"aHeinzA.Waldner",Author
a563324,"aG.�.Vl�duts",Author
a563323,"aN.Vleduts-Stokolov",Author
a563322,"aV.A.Vinogradov",Author
a563321,"aA.Vickery",Author
a6773,"aSukhamayKundu",Author
a371343,"aInRyu",Author
a176066,"aThomasA.Mikalsen",Author
a149142,"aWang-PinHsiung",Author
a160199,"aPierreRossel",Author
a328539,"aAndrewW.Crapo",Author
a407776,"aRenatoBueno",Author
a237506,"aChuckZoeller",Author
a366177,"aMarcR�ssler",Author
a366175,"aNataliaVillanueva-Rosales",Author
a366179,"aChristianElsen",Author
a366178,"aAndrewConnolly",Author
a49567,"aJean-MarcTalbot",Author
a131315,"aPaulShaw",Author
a231049,"aFusakoHirabayashi",Author
a562835,"aW.G.Hoyle",Author
a346811,"aNeilF.Abernethy",Author
a231040,"aDonaldBrenner",Author
a231041,"aPatriziaPagliarulo",Author
a231042,"aRichardE.Higgason",Author
a231043,"aRonR.Hightower",Author
a231044,"aLauraT.Ring",Author
a231045,"aRogerJames",Author
a231046,"aSteveLoades",Author
a231047,"aJacquesHal�",Author
a421934,"aAlokeGupta",Author
a18581,"aRonMusick",Author
a1679,"aShuiYu",Author
a121543,"aDanielVanderpooten",Author
a121544,"aGuillaumeBlin",Author
a121547,"aAnnalisaDeBonis",Author
a173568,"aYoshiyukiFurutani",Author
a173569,"aRumikoMatsuoka",Author
a219325,"aNatalieLee-SanPang",Author
a173564,"aMorvaridSehatkar",Author
a173565,"aAlicjaWieczorkowska",Author
a173566,"aElzbietaKolczynska",Author
a173567,"aMichikoFurutani",Author
a173560,"aRonnieBathoorn",Author
a173561,"aSatoruHirabayashi",Author
a173562,"aEmnaBahri",Author
a173563,"aMondherMaddouri",Author
a134366,"aMichaelL.Begeman",Author
a134365,"aJeffConklin",Author
a430368,"aRebeccaOttesen",Author
a42810,"aCarloFerrari",Author
a42814,"aInha�maNevesFerraz",Author
a42817,"aMassimoFranceschet",Author
a125391,"aJeffDozier",Author
a128140,"aMarcLacoste",Author
a85672,"aYasushiShinjo",Author
a125395,"aJonathanGibbons",Author
a391113,"aJianhuaFan",Author
a158026,"aA.Manea",Author
a391111,"aMingFan",Author
a208577,"aGeorgeChampine",Author
a5058,"aMuntahaAlawneh",Author
a391116,"aFelixCheung",Author
a208572,"aPeterCaspers",Author
a160198,"aGianlucaMisuraca",Author
a5054,"aImadM.Abbadi",Author
a322672,"aDavidM.Kristol",Author
a261667,"aRohitJoshi",Author
a322677,"aGeraldLeitner",Author
a134091,"aYen-LiangChen",Author
a605532,"aBarryL.Drake",Author
a261666,"aWenminLi",Author
a124352,"aRajanishDass",Author
a261661,"aWonsukLee",Author
a261660,"aDaesuLee",Author
a154270,"aTianHe",Author
a158020,"aYasushiSengoku",Author
a156847,"aJ.Shao",Author
a261662,"aDetlefNauck",Author
a237508,"aHsin-ChenChiao",Author
a364157,"aJudithGelernter",Author
a329375,"aErdongChen",Author
a364155,"aAnnWeeks",Author
a131976,"aManuelMedina",Author
a18897,"aRahulGupta",Author
a124355,"aBernardMenezes",Author
a18895,"aChintanPatel",Author
a18894,"aSachinSingh",Author
a321161,"aShengGuo",Author
a124354,"aSantoshDwivedi",Author
a364159,"aStevenWheatley",Author
a364158,"aBrettBobley",Author
a320815,"aM.S.Ahn",Author
a374656,"aLiminGuo",Author
a175249,"aJ.JavierSamper",Author
a468154,"aAndyFano",Author
a611549,"aMikl�sKurucz",Author
a611548,"aIstv�nPil�szy",Author
a175243,"aYonilZhung",Author
a175242,"aVasile-MarianScuturici",Author
a611545,"aA.CharlesThomas",Author
a611544,"aPramodSingh",Author
a611543,"aDwightE.Nelson",Author
a611542,"aTarasRafa",Author
a611541,"aJamesBennett",Author
a611540,"aDifengDong",Author
a36178,"aXuegangHu",Author
a36179,"aDanhuaiGuo",Author
a36174,"aErnstWit",Author
a36175,"aDengyaZhu",Author
a36176,"aHeinzDreher",Author
a36177,"aPei-PeiLi",Author
a36170,"aShengqiaoNi",Author
a36171,"aLiangTang",Author
a36172,"aShaojieQiao",Author
a36173,"aYongxiangFang",Author
a89949,"aJuliaNeumann",Author
a33528,"aAkihiroHashimoto",Author
a33529,"aKjellOrsborn",Author
a133349,"aDechangChen",Author
a33524,"aJoachimW.Schmidt",Author
a18760,"aDekangLin",Author
a18763,"aAlpaJain",Author
a33527,"aMinoruIto",Author
a33520,"aBengChinOoi",Author
a33521,"aKian-LeeTan",Author
a33522,"aFlorianMatthes",Author
a18766,"aPeterSzolovits",Author
a421238,"aTimoNiemi",Author
a41542,"aNitinPrabhu",Author
a381536,"aDhruvGupta",Author
a398739,"aAaronBohannon",Author
a421230,"aChristineLeichtenstien",Author
a398735,"aArkadiKosmynin",Author
a41549,"aHassanGomaa",Author
a320819,"aZhengCui",Author
a421234,"aEdwardHillJr.",Author
a421235,"aYutakaKasahara",Author
a421236,"aS.H.Jamieson",Author
a421237,"aJaanaKristensen",Author
a323989,"aMihaelAnkerst",Author
a379019,"aBernieYetso",Author
a381245,"aSayandeepSen",Author
a390246,"aPeterDawyndt",Author
a379010,"aM.F.Chan",Author
a379011,"aMassimoSchenone",Author
a379012,"aLakshmiPriyaMahalingam",Author
a379013,"aUvaisAhmed",Author
a379014,"aA.Arndt",Author
a379015,"aOlivierAvaro",Author
a379016,"aPasqualeCapasso",Author
a37579,"aSwapanK.Parui",Author
a450117,"aWillemJ.H.VanGroenendaal",Author
a202727,"aPeterKwong-ShunTam",Author
a480233,"aAlfredoAlba",Author
a314501,"aSanderEvers",Author
a218536,"aJinweiCao",Author
a133343,"aM.ErdemKurul",Author
a164879,"aJoostVerhofstad",Author
a316618,"aChristineClark",Author
a562837,"aDeannaMorrowHall",Author
a113317,"aJosephS.Glider",Author
a316612,"aZhangMingyi",Author
a316615,"aJenniferBeach",Author
a316614,"aSorinelI.Ticrea",Author
a237422,"aMaureenH.Donovan",Author
a430360,"aRobertH.Montgomery",Author
a405844,"aSimonShekYuenLau",Author
a373012,"aJohannesL�lf",Author
a174117,"aCarloBellettini",Author
a76206,"aJessieB.Kennedy",Author
a207808,"aCl�udioRuschel",Author
a163989,"aYeonghyoJeon",Author
a76205,"aPeterJ.Barclay",Author
a259525,"aPeterG.Hibbard",Author
a8030,"aHuaxiongWang",Author
a259527,"aK.H.Yeung",Author
a398197,"aS.DiPalma",Author
a163983,"aKhoribaGhada",Author
a163982,"aTakashiHibi",Author
a163981,"aJoeNarita",Author
a163980,"aLukasPichl",Author
a163987,"aMungunsukhJambalsuren",Author
a8038,"aMartinS.Olivier",Author
a163985,"aToshioKoike",Author
a163984,"aYushengJi",Author
a12583,"aYongWang",Author
a160254,"aDonaldA.Wilhite",Author
a86657,"aAnnaMariaJankowska",Author
a160255,"aHaoyiWang",Author
a86652,"aMarcLohmann",Author
a541322,"aJohnW.Brawley",Author
a438249,"aMaheshV.Soundalgekar",Author
a164042,"aHenrikNordberg",Author
a95960,"aTaufikAbidin",Author
a438246,"aJinhaiYang",Author
a44919,"aJ.H.Lin",Author
a44918,"aSheng-ChangChen",Author
a438243,"aZ.Brzezinski",Author
a95965,"aXinFeng",Author
a86658,"aMarioJeckle",Author
a86659,"aMarcelKarnstedt",Author
a528493,"aSylviaL.Orborn",Author
a324724,"aFilipeLevi",Author
a226509,"aD.K.Subramanian",Author
a226508,"aV.S.Ananthanarayana",Author
a271128,"aVladimirMartyanov",Author
a65065,"aChanathipNamprempre",Author
a127532,"aAamerNadeem",Author
a65063,"aAlexandraBoldyreva",Author
a181497,"aToanLuu",Author
a158178,"aP.R.F.Cunha",Author
a158179,"aPeterdeGruijter",Author
a158170,"aWalterBrenner",Author
a158171,"aMariaRekouts",Author
a158172,"aAlexanderBoldakov",Author
a158173,"aTimRichards",Author
a158174,"aKevinMcManus",Author
a158175,"aT.Reu�",Author
a158176,"aV.Reznikov",Author
a158177,"aVirginiaC.CarneirodePaula",Author
a154848,"aMatteoMigliavacca",Author
a154849,"aGianpaoloCugola",Author
a13988,"aBaoyingWang",Author
a154840,"aG.Turco",Author
a154841,"aK.C.Toth",Author
a154842,"aK.K.Wong",Author
a154843,"aRichardL.desJardins",Author
a154844,"aPeterR.Pietzuch",Author
a154845,"aC.Haul",Author
a120625,"aDoinaTilivea",Author
a154847,"aPaoloCosta",Author
a266615,"aMaxGoebel",Author
a158282,"aMiroslavVacura",Author
a158283,"aVladim�rV�vra",Author
a158280,"aYoshikazuYamamoto",Author
a158281,"aJir�Br�za",Author
a158286,"aXiaoyingTai",Author
a158287,"aTetsujiTakada",Author
a158284,"aTom�sSysala",Author
a158285,"aDianaSzentiv�nyi",Author
a261049,"aHiroakiKumon",Author
a261048,"aYukimasaTamatsu",Author
a158288,"aJuhaTakkinen",Author
a158289,"aA.G.Laws",Author
a213233,"aVenkatKrishnamurthy",Author
a130068,"aManosDramitinos",Author
